workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,question_order,response,result,rt,slider_start,stimulus,success,time_elapsed,timeout,trial_index,trial_type,error
483,main,,,,,,0.0-2.0,,0,,1757,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,5341,,2,html-button-response,
483,main,,,,,,0.0-3.0,,2,incorrect,6920,,audio/gift.wav,,12261,,3,audio-button-response,
483,main,,,,,,0.0-4.0,,0,,1179,,<p>Correct! You are ready to begin the study.</p>,,13441,,4,html-button-response,
483,main,,,,,,0.0-5.0,,0,,3744,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,17185,,5,html-button-response,
483,main,,246,,,,0.0-6.0-0.0,,3799,,9760,5000,audio/246_B2_CN7.wav,,26948,,6,audio-slider-response,
483,main,,,,,,0.0-6.0-1.0,,,,,,,,27953,,7,html-keyboard-response,
483,main,,723,,,,0.0-6.0-0.1,,8644,,5280,5000,audio/723_B1_CN7.wav,,33241,,8,audio-slider-response,
483,main,,,,,,0.0-6.0-1.1,,,,,,,,34248,,9,html-keyboard-response,
483,main,,625,,,,0.0-6.0-0.2,,5663,,4640,5000,audio/625_B2_CN7.wav,,38887,,10,audio-slider-response,
483,main,,,,,,0.0-6.0-1.2,,,,,,,,39888,,11,html-keyboard-response,
483,main,,193,,,,0.0-6.0-0.3,,7733,,4560,5000,audio/193_B1_CN7.wav,,44444,,12,audio-slider-response,
483,main,,,,,,0.0-6.0-1.3,,,,,,,,45456,,13,html-keyboard-response,
483,main,,340,,,,0.0-6.0-0.4,,5787,,3949,5000,audio/340_B1_CN7.wav,,49403,,14,audio-slider-response,
483,main,,,,,,0.0-6.0-1.4,,,,,,,,50408,,15,html-keyboard-response,
483,main,,,,,,0.0-7.0,,0,,4053,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,54461,,16,html-button-response,
483,main,,POSITIVE,,,,0.0-8.0-0.0,,6139,,5443,5000,Mothers should work only if necessary.<br><br>,,59905,,17,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.1,,7505,,3913,5000,Some types of work are just not appropriate for women.<br><br>,,63819,,18,html-slider-response,
483,main,,NEGATIVE,,,,0.0-8.0-0.2,,5725,,4447,5000,People should be treated the same regardless of their sex.<br><br>,,68266,,19,html-slider-response,
483,main,,NEGATIVE,,,,0.0-8.0-0.3,,7857,,6766,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,75033,,20,html-slider-response,
483,main,,NEGATIVE,,,,0.0-8.0-0.4,,5269,,6698,5000,Tasks around the house should not be assigned by sex.<br><br>,,81732,,21,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.5,,6366,,4707,5000,Girls should be protected and watched over more than boys.<br><br>,,86440,,22,html-slider-response,
483,main,,NEGATIVE,,,,0.0-8.0-0.6,,8189,,6151,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,92592,,23,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.7,,6077,,3207,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,95799,,24,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.8,,7402,,4248,5000,Only some types of work are appropriate for both men and women.<br><br>,,100048,,25,html-slider-response,
483,main,,NEGATIVE,,,,0.0-8.0-0.9,,6512,,4874,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,104923,,26,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.10,,2743,,3636,5000,Men are more sexual than women.<br><br>,,108559,,27,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.11,,6305,,4193,5000,Mothers should make most decisions about how children are brought up.<br><br>,,112753,,28,html-slider-response,
483,main,,POSITIVE,,,,0.0-8.0-0.12,,6719,,3648,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,116402,,29,html-slider-response,
483,main,,,,,,0.0-9.0,,0,,1540,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,117942,,30,html-button-response,
483,main,,,,,,0.0-10.0,[0],{'Q0': 3},,5167,,,,123110,,31,survey-likert,
483,main,[],,,,,0.0-11.0,,"{'age': '24', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Graduated high school', 'question1': None}",,35219,,,,158366,,32,survey,
483,main,,,,,,0.0-12.0,,0,,1085,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,159452,,33,html-button-response,
542,main,,,[],[],[],0.0-0.0,,,,,,,True,112,False,0,preload,
542,main,,,,,,0.0-1.0,,0,,8450,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,8563,,1,html-button-response,
542,main,,,,,,0.0-2.0,,0,,5657,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,14221,,2,html-button-response,
542,main,,,,,,0.0-3.0,,2,incorrect,2705,,audio/gift.wav,,17013,,3,audio-button-response,
542,main,,,,,,0.0-4.0,,0,,1618,,<p>Correct! You are ready to begin the study.</p>,,18633,,4,html-button-response,
542,main,,,,,,0.0-5.0,,0,,15298,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,33933,,5,html-button-response,
542,main,,340,,,,0.0-6.0-0.0,,3442,,7599,5000,audio/340_B1_CN7.wav,,41538,,6,audio-slider-response,
542,main,,,,,,0.0-6.0-1.0,,,,,,,,42541,,7,html-keyboard-response,
542,main,,246,,,,0.0-6.0-0.1,,1052,,4824,5000,audio/246_B2_CN7.wav,,47365,,8,audio-slider-response,
542,main,,,,,,0.0-6.0-1.1,,,,,,,,48367,,9,html-keyboard-response,
542,main,,723,,,,0.0-6.0-0.2,,3252,,5016,5000,audio/723_B1_CN7.wav,,53383,,10,audio-slider-response,
542,main,,,,,,0.0-6.0-1.2,,,,,,,,54385,,11,html-keyboard-response,
542,main,,193,,,,0.0-6.0-0.3,,5779,,5219,5000,audio/193_B1_CN7.wav,,59606,,12,audio-slider-response,
542,main,,,,,,0.0-6.0-1.3,,,,,,,,60609,,13,html-keyboard-response,
542,main,,625,,,,0.0-6.0-0.4,,2693,,4191,5000,audio/625_B2_CN7.wav,,64803,,14,audio-slider-response,
542,main,,,,,,0.0-6.0-1.4,,,,,,,,65806,,15,html-keyboard-response,
542,main,,,,,,0.0-7.0,,0,,9425,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,75232,,16,html-button-response,
542,main,,POSITIVE,,,,0.0-8.0-0.0,,6993,,7704,5000,Girls should be protected and watched over more than boys.<br><br>,,82939,,17,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.1,,7004,,4169,5000,Mothers should work only if necessary.<br><br>,,87111,,18,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.2,,8553,,4487,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,91600,,19,html-slider-response,
542,main,,NEGATIVE,,,,0.0-8.0-0.3,,3186,,4533,5000,People should be treated the same regardless of their sex.<br><br>,,96135,,20,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.4,,7997,,4026,5000,Some types of work are just not appropriate for women.<br><br>,,100163,,21,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.5,,3140,,5554,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,105719,,22,html-slider-response,
542,main,,NEGATIVE,,,,0.0-8.0-0.6,,6733,,8874,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,114596,,23,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.7,,9120,,6838,5000,Only some types of work are appropriate for both men and women.<br><br>,,121436,,24,html-slider-response,
542,main,,NEGATIVE,,,,0.0-8.0-0.8,,7951,,4610,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,126048,,25,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.9,,0,,3498,5000,Men are more sexual than women.<br><br>,,129548,,26,html-slider-response,
542,main,,POSITIVE,,,,0.0-8.0-0.10,,6784,,7377,5000,Mothers should make most decisions about how children are brought up.<br><br>,,136928,,27,html-slider-response,
542,main,,NEGATIVE,,,,0.0-8.0-0.11,,7800,,5196,5000,Tasks around the house should not be assigned by sex.<br><br>,,142126,,28,html-slider-response,
542,main,,NEGATIVE,,,,0.0-8.0-0.12,,892,,5736,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,147863,,29,html-slider-response,
542,main,,,,,,0.0-9.0,,0,,3361,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,151226,,30,html-button-response,
542,main,,,,,,0.0-10.0,[0],{'Q0': 3},,3349,,,,154580,,31,survey-likert,
542,main,[],,,,,0.0-11.0,,"{'age': '42', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,37287,,,,191923,,32,survey,
542,main,,,,,,0.0-12.0,,0,,1828,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,193752,,33,html-button-response,
455,main,,,[],[],[],0.0-0.0,,,,,,,True,403,False,0,preload,
455,main,,,,,,0.0-1.0,,0,,3353,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,3758,,1,html-button-response,
455,main,,,,,,0.0-2.0,,0,,5083,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,8842,,2,html-button-response,
455,main,,,,,,0.0-3.0,,2,incorrect,3909,,audio/gift.wav,,12791,,3,audio-button-response,
455,main,,,,,,0.0-4.0,,0,,1167,,<p>Correct! You are ready to begin the study.</p>,,13959,,4,html-button-response,
455,main,,,,,,0.0-5.0,,0,,139468,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,153425,,5,html-button-response,
455,main,,246,,,,0.0-6.0-0.0,,,,,5000,audio/246_B2_CN7.wav,,163430,,6,audio-slider-response,
455,main,,,,,,0.0-6.0-1.0,,,,,,,,164434,,7,html-keyboard-response,
455,main,,625,,,,0.0-6.0-0.1,,8375,,7573,5000,audio/625_B2_CN7.wav,,172010,,8,audio-slider-response,
455,main,,,,,,0.0-6.0-1.1,,,,,,,,173012,,9,html-keyboard-response,
455,main,,193,,,,0.0-6.0-0.2,,9265,,7909,5000,audio/193_B1_CN7.wav,,180926,,10,audio-slider-response,
455,main,,,,,,0.0-6.0-1.2,,,,,,,,181928,,11,html-keyboard-response,
455,main,,340,,,,0.0-6.0-0.3,,5766,,5645,5000,audio/340_B1_CN7.wav,,187575,,12,audio-slider-response,
455,main,,,,,,0.0-6.0-1.3,,,,,,,,188578,,13,html-keyboard-response,
455,main,,723,,,,0.0-6.0-0.4,,7112,,5112,5000,audio/723_B1_CN7.wav,,193692,,14,audio-slider-response,
455,main,,,,,,0.0-6.0-1.4,,,,,,,,194694,,15,html-keyboard-response,
455,main,,,,,,0.0-7.0,,0,,2996,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,197692,,16,html-button-response,
455,main,,NEGATIVE,,,,0.0-8.0-0.0,,10000,,5836,5000,People should be treated the same regardless of their sex.<br><br>,,203531,,17,html-slider-response,
455,main,,NEGATIVE,,,,0.0-8.0-0.1,,10000,,8964,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,212497,,18,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.2,,6573,,6926,5000,Girls should be protected and watched over more than boys.<br><br>,,219425,,19,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.3,,0,,6247,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,225675,,20,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.4,,1667,,7066,5000,Only some types of work are appropriate for both men and women.<br><br>,,232743,,21,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.5,,0,,8152,5000,Some types of work are just not appropriate for women.<br><br>,,240897,,22,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.6,,0,,9361,5000,Mothers should make most decisions about how children are brought up.<br><br>,,250260,,23,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.7,,0,,5265,5000,Mothers should work only if necessary.<br><br>,,255526,,24,html-slider-response,
455,main,,NEGATIVE,,,,0.0-8.0-0.8,,10000,,6015,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,261542,,25,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.9,,424,,4515,5000,Men are more sexual than women.<br><br>,,266059,,26,html-slider-response,
455,main,,NEGATIVE,,,,0.0-8.0-0.10,,10000,,5716,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,271777,,27,html-slider-response,
455,main,,NEGATIVE,,,,0.0-8.0-0.11,,8872,,5314,5000,Tasks around the house should not be assigned by sex.<br><br>,,277093,,28,html-slider-response,
455,main,,POSITIVE,,,,0.0-8.0-0.12,,1294,,8853,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,285947,,29,html-slider-response,
455,main,,,,,,0.0-9.0,,0,,1612,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,287560,,30,html-button-response,
455,main,,,,,,0.0-10.0,[0],{'Q0': 2},,5215,,,,292778,,31,survey-likert,
455,main,[],,,,,0.0-11.0,,"{'age': '28', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,33346,,,,326178,,32,survey,
455,main,,,,,,0.0-12.0,,0,,1699,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,327878,,33,html-button-response,
457,main,,,[],[],[],0.0-0.0,,,,,,,True,182,False,0,preload,
457,main,,,,,,0.0-1.0,,0,,10011,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,10195,,1,html-button-response,
457,main,,,,,,0.0-2.0,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,20197,,2,html-button-response,
457,main,,,,,,0.0-3.0,,2,incorrect,3469,,audio/gift.wav,,23710,,3,audio-button-response,
457,main,,,,,,0.0-4.0,,0,,3935,,<p>Correct! You are ready to begin the study.</p>,,27646,,4,html-button-response,
457,main,,,,,,0.0-5.0,,0,,58138,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,85784,,5,html-button-response,
457,main,,246,,,,0.0-6.0-0.0,,,,,5000,audio/246_B2_CN7.wav,,95790,,6,audio-slider-response,
457,main,,,,,,0.0-6.0-1.0,,,,,,,,96792,,7,html-keyboard-response,
457,main,,625,,,,0.0-6.0-0.1,,7118,,6000,5000,audio/625_B2_CN7.wav,,102796,,8,audio-slider-response,
457,main,,,,,,0.0-6.0-1.1,,,,,,,,103797,,9,html-keyboard-response,
457,main,,193,,,,0.0-6.0-0.2,,3858,,7200,5000,audio/193_B1_CN7.wav,,111003,,10,audio-slider-response,
457,main,,,,,,0.0-6.0-1.2,,,,,,,,112015,,11,html-keyboard-response,
457,main,,340,,,,0.0-6.0-0.3,,7416,,4960,5000,audio/340_B1_CN7.wav,,116979,,12,audio-slider-response,
457,main,,,,,,0.0-6.0-1.3,,,,,,,,117988,,13,html-keyboard-response,
457,main,,723,,,,0.0-6.0-0.4,,8608,,5811,5000,audio/723_B1_CN7.wav,,123800,,14,audio-slider-response,
457,main,,,,,,0.0-6.0-1.4,,,,,,,,124809,,15,html-keyboard-response,
457,main,,,,,,0.0-7.0,,0,,23933,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,148743,,16,html-button-response,
457,main,,NEGATIVE,,,,0.0-8.0-0.0,,10000,,9903,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,158648,,17,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.1,,0,,8965,5000,Men are more sexual than women.<br><br>,,167614,,18,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.2,,0,,7848,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,175463,,19,html-slider-response,
457,main,,NEGATIVE,,,,0.0-8.0-0.3,,10000,,10831,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,186296,,20,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.4,,0,,6777,5000,Mothers should make most decisions about how children are brought up.<br><br>,,193075,,21,html-slider-response,
457,main,,NEGATIVE,,,,0.0-8.0-0.5,,10000,,17382,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,210458,,22,html-slider-response,
457,main,,NEGATIVE,,,,0.0-8.0-0.6,,10000,,6013,5000,Tasks around the house should not be assigned by sex.<br><br>,,216473,,23,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.7,,0,,6625,5000,Some types of work are just not appropriate for women.<br><br>,,223099,,24,html-slider-response,
457,main,,NEGATIVE,,,,0.0-8.0-0.8,,10000,,8419,5000,People should be treated the same regardless of their sex.<br><br>,,231519,,25,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.9,,0,,7105,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,238625,,26,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.10,,0,,4881,5000,Mothers should work only if necessary.<br><br>,,243507,,27,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.11,,0,,6602,5000,Only some types of work are appropriate for both men and women.<br><br>,,250110,,28,html-slider-response,
457,main,,POSITIVE,,,,0.0-8.0-0.12,,0,,10975,5000,Girls should be protected and watched over more than boys.<br><br>,,261086,,29,html-slider-response,
457,main,,,,,,0.0-9.0,,0,,19865,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,280953,,30,html-button-response,
457,main,,,,,,0.0-10.0,[0],{'Q0': 2},,9138,,,,290094,,31,survey-likert,
457,main,[],,,,,0.0-11.0,,"{'age': '53', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Have a wonderful day!!', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,91759,,,,381926,,32,survey,
457,main,,,,,,0.0-12.0,,0,,4537,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,386465,,33,html-button-response,
499,main,,,[],[],[],0.0-0.0,,,,,,,True,74,False,0,preload,
