participant_id,condition,accuracy,button_response,clicks,coding,correct,expected,internal_node_id,keyboard_response,question_order,response,response_source,rt,stimulus,time_elapsed,trial_index,trial_type,triplet_id,error
30,masc lex 2,,,"[{'time': 7462.400000095367, 'location': 0.522}, {'time': 9314.400000095367, 'location': 0.49}]",,,neutral,0.0-2.0,,,,,,"['<p style=""font-weight:bold;"">I bought a new shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",40565,2,html-vas-response,13,
30,masc lex 2,,,"[{'time': 9366.399999976158, 'location': 0.454}]",,,masc,0.0-3.0,,,,,,"['<p style=""font-weight:bold;"">I\'m surprised how delicious that taco was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",50572,3,html-vas-response,17,
30,masc lex 2,,,"[{'time': 7117.200000047684, 'location': 0.232}]",,,non_masc,0.0-4.0,,,0.232,,9982,"['<p style=""font-weight:bold;"">I bought a periwinkle shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",60558,4,html-vas-response,8,
30,masc lex 2,correct,1,,,1,,0.0-5.0,,,,button,3333,What color shirt did the speaker purchase?<br><br>,63892,5,html-multi-response,,
30,masc lex 2,,,[],,,masc,0.0-6.0,,,,,,"['<p style=""font-weight:bold;"">The party last night was really sick.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",73908,6,html-vas-response,19,
30,masc lex 2,,,"[{'time': 7426.700000047684, 'location': 0.302}]",,,non_masc,0.0-7.0,,,,,,"['<p style=""font-weight:bold;"">Can I take a peek at your answer? </p><br><br>How masculine is the speaker of this sentence?<br><br>']",83919,7,html-vas-response,1,
30,masc lex 2,correct,1,,,1,,0.0-8.0,,,,button,7694,What did the speaker ask to see?<br><br>,91613,8,html-multi-response,,
30,masc lex 2,,,"[{'time': 7830.5, 'location': 0.478}]",,,masc,0.0-9.0,,,0.478,,9081,"['<p style=""font-weight:bold;"">That\'s a goofy thing to say.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",100695,9,html-vas-response,20,
30,masc lex 2,,,"[{'time': 6222.700000047684, 'location': 0.88}]",,,masc,0.0-10.0,,,0.88,,7452,"['<p style=""font-weight:bold;"">I hear what you\'re saying, bro.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",108149,10,html-vas-response,23,
30,masc lex 2,,,"[{'time': 7572.299999952316, 'location': 0.278}]",,,non_masc,0.0-11.0,,,0.278,,8624,"['<p style=""font-weight:bold;"">Girl, you won\'t believe who I bumped into this week.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",116775,11,html-vas-response,2,
30,masc lex 2,correct,1,,,1,,0.0-12.0,,,,button,5019,True or False: The speaker expressed that they bumped into someone two weeks ago.<br><br>,121794,12,html-multi-response,,
30,masc lex 2,,,"[{'time': 6901.100000023842, 'location': 0.482}]",,,non_masc,0.0-13.0,,,0.482,,8341,"['<p style=""font-weight:bold;"">Chase was so tired on Monday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",130137,13,html-vas-response,6,
30,masc lex 2,correct,2,,,2,,0.0-14.0,,,,button,2841,Who was tired?<br><br>,132979,14,html-multi-response,,
30,masc lex 2,,,"[{'time': 8212.5, 'location': 0.45}]",,,non_masc,0.0-15.0,,,0.45,,9912,"['<p style=""font-weight:bold;"">Without a map, we are totally lost.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",142892,15,html-vas-response,5,
30,masc lex 2,correct,1,,,1,,0.0-16.0,,,,button,5105,True or False: The speaker believes they will be lost without a GPS.<br><br>,147998,16,html-multi-response,,
30,masc lex 2,,,"[{'time': 5095.5, 'location': 0.72}]",,,masc,0.0-17.0,,,0.72,,6464,"['<p style=""font-weight:bold;"">My bad, I didn\'t see you there.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",154463,17,html-vas-response,21,
30,masc lex 2,,,"[{'time': 4864.399999976158, 'location': 0.476}]",,,neutral,0.0-18.0,,,0.476,,5925,"['<p style=""font-weight:bold;"">Some people think that show was very entertaining.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",160389,18,html-vas-response,15,
30,masc lex 2,,,"[{'time': 6913.600000023842, 'location': 0.282}]",,,non_masc,0.0-19.0,,,0.282,,8124,"['<p style=""font-weight:bold;"">I see you got new lilac mugs.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",168515,19,html-vas-response,4,
30,masc lex 2,correct,0,,,0,,0.0-20.0,,,,button,3391,What type of dish is the speaker commenting on?<br><br>,171907,20,html-multi-response,,
30,masc lex 2,,,"[{'time': 6778.299999952316, 'location': 0.50203125}]",,,neutral,0.0-21.0,,,0.50203125,,7768,"['<p style=""font-weight:bold;"">My sister really wanted to let you know that she will be late. </p><br><br>How masculine is the speaker of this sentence?<br><br>']",179677,21,html-vas-response,12,
30,masc lex 2,,,"[{'time': 5604.699999928474, 'location': 0.572}]",,,neutral,0.0-22.0,,,0.572,,6955,"['<p style=""font-weight:bold;"">I hear what you\'re saying, Sam.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",186631,22,html-vas-response,9,
30,masc lex 2,,,"[{'time': 4348.800000071526, 'location': 0.494}]",,,masc,0.0-23.0,,,0.494,,5464,"['<p style=""font-weight:bold;"">Your presentation sounded good.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",192097,23,html-vas-response,18,
30,masc lex 2,,,[],,,non_masc,0.0-24.0,,,,,,"['<p style=""font-weight:bold;"">When is lunch? I\'m literally starving.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",202112,24,html-vas-response,3,
30,masc lex 2,correct,1,,,1,,0.0-25.0,,,,button,4040,What meal is the speaker asking about?<br><br>,206153,25,html-multi-response,,
30,masc lex 2,,,"[{'time': 4612.5, 'location': 0.53}]",,,masc,0.0-26.0,,,0.53,,5436,"['<p style=""font-weight:bold;"">I think that article was, um, well-researched.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",211590,26,html-vas-response,24,
30,masc lex 2,,,"[{'time': 2856.8000000715256, 'location': 0.486}]",,,neutral,0.0-27.0,,,0.486,,3929,"['<p style=""font-weight:bold;"">I can\'t stop laughing -- that was really funny.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",215521,27,html-vas-response,10,
30,masc lex 2,,,"[{'time': 3938.700000047684, 'location': 0.562}]",,,neutral,0.0-28.0,,,0.562,,4875,"['<p style=""font-weight:bold;"">I\'m surprised how tasty that burger was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",220397,28,html-vas-response,14,
30,masc lex 2,,,"[{'time': 4352.399999976158, 'location': 0.484}]",,,neutral,0.0-29.0,,,0.484,,5029,"['<p style=""font-weight:bold;"">My workout yesterday had me feeling exhausted.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",225427,29,html-vas-response,11,
30,masc lex 2,,,"[{'time': 5698.599999904633, 'location': 0.524}]",,,neutral,0.0-30.0,,,0.524,,6862,"['<p style=""font-weight:bold;"">My office is fairly boring.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",232290,30,html-vas-response,16,
30,masc lex 2,,,"[{'time': 6013.099999904633, 'location': 0.452}]",,,masc,0.0-31.0,,,0.452,,6771,"['<p style=""font-weight:bold;"">I feel sorry for the dumb thing.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",239063,31,html-vas-response,22,
30,masc lex 2,,,"[{'time': 4522.299999952316, 'location': 0.182}]",,,non_masc,0.0-32.0,,,0.182,,5492,"['<p style=""font-weight:bold;"">At the beach, I took the loveliest picture of the sunset.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",244545,32,html-vas-response,7,
30,masc lex 2,correct,0,,,0,,0.0-33.0,,,,button,3838,What did the speaker photograph?<br><br>,248383,33,html-multi-response,,
30,masc lex 2,,,,,,,0.0-34.0,,,0,,72893,"<p><font size='3'>You have completed the experimental trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",321290,34,html-button-response,,
30,masc lex 2,,,[],NEGATIVE,,,0.0-35.0-0.0,,,,,,People can be both aggressive and nurturing regardless of sex.<br><br>,331297,35,html-vas-response,,
30,masc lex 2,,,"[{'time': 103.30000007152556, 'location': 0.862}, {'time': 9758.700000047684, 'location': 0.772}]",POSITIVE,,,0.0-35.0-0.1,,,,,,Some types of work are just not appropriate for women.<br><br>,341302,36,html-vas-response,,
30,masc lex 2,,,"[{'time': 6694, 'location': 0.662}]",POSITIVE,,,0.0-35.0-0.2,,,,,,Girls should be protected and watched over more than boys.<br><br>,351305,37,html-vas-response,,
30,masc lex 2,,,"[{'time': 4856.399999976158, 'location': 0.12603125}]",POSITIVE,,,0.0-35.0-0.3,,,0.12603125,,9753,"For many important jobs, it is better to choose men instead of women.<br><br>",361056,38,html-vas-response,,
30,masc lex 2,,,"[{'time': 7210.600000023842, 'location': 0.208}]",POSITIVE,,,0.0-35.0-0.4,,,0.208,,8151,Mothers should work only if necessary.<br><br>,369208,39,html-vas-response,,
30,masc lex 2,,,"[{'time': 6376.300000071526, 'location': 0.59003125}]",POSITIVE,,,0.0-35.0-0.5,,,0.59003125,,7092,A father’s major responsibility is to provide financially for his children.<br><br>,376302,40,html-vas-response,,
30,masc lex 2,,,"[{'time': 4700.800000071526, 'location': 0.81}]",NEGATIVE,,,0.0-35.0-0.6,,,0.81,,5833,Tasks around the house should not be assigned by sex.<br><br>,382136,41,html-vas-response,,
30,masc lex 2,,,"[{'time': 7516.299999952316, 'location': 0.38403125}]",POSITIVE,,,0.0-35.0-0.7,,,0.38403125,,8470,Mothers should make most decisions about how children are brought up.<br><br>,390608,42,html-vas-response,,
30,masc lex 2,,,"[{'time': 5660.300000071526, 'location': 0.994}]",NEGATIVE,,,0.0-35.0-0.8,,,0.994,,6909,People should be treated the same regardless of their sex.<br><br>,397517,43,html-vas-response,,
30,masc lex 2,,,"[{'time': 6942.5, 'location': 0.252}]",POSITIVE,,,0.0-35.0-0.9,,,0.252,,7649,Men are more sexual than women.<br><br>,405167,44,html-vas-response,,
30,masc lex 2,,,"[{'time': 8751, 'location': 0.118}]",POSITIVE,,,0.0-35.0-0.10,,,0.118,,9903,Only some types of work are appropriate for both men and women.<br><br>,415072,45,html-vas-response,,
30,masc lex 2,,,"[{'time': 7732.699999928474, 'location': 0.932}]",NEGATIVE,,,0.0-35.0-0.11,,,0.932,,8517,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,423595,46,html-vas-response,,
30,masc lex 2,,,"[{'time': 6946.299999952316, 'location': 0.87003125}]",NEGATIVE,,,0.0-35.0-0.12,,,0.87003125,,8215,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,431811,47,html-vas-response,,
30,masc lex 2,,,,,,,0.0-36.0,,,0,,6205,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",438017,48,html-button-response,,
30,masc lex 2,,,,,,,0.0-37.0,,[0],{'Q0': 1},,11613,,449631,49,survey-likert,,
30,masc lex 2,[],,,,,,0.0-38.0,,,"{'age': '68', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'no', 'language': 'English', 'education': 'Graduated college'}",,50372,,500039,50,survey,,
30,masc lex 2,,,,,,,0.0-39.0,,,0,,3825,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,503864,51,html-button-response,,
78,masc lex 2,,,,,,,0.0-0.0,,,0,,3817,"<p><font size=""3"">DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive written stimuli. You will be asked to read a series of sentences and provide judgments about the social characteristics of the speakers of these sentences. <br><br>RISKS AND BENEFITS: There are no known risks, costs, or discomforts in this study and this judgment is based on a large body of experiments with the same or similar procedures with people of similar ages, sex, origins, etc.  We cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive written stimuli.<br><br>PAYMENTS: You will be paid at the posted rate. <br><br>SUBJECT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. <br><br> CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please continue on to the next page.</font></p>",3821,0,html-button-response,,
78,masc lex 2,,,,,,,0.0-1.0,,,0,,11741,"<p><font size='3'>In this experiment, you will read a series of sentences. Each sentence has been produced by a different speaker. After reading each sentence, you will be asked to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale. After providing your rating, you can proceed to the next trial by clicking 'Continue'. Some trials will have comprehension questions. To complete these, click on the button with the correct answer. <br><br>When you're ready to begin, click ‘Start’.</font></p>",15563,1,html-button-response,,
78,masc lex 2,,,"[{'time': 4109.4000000003725, 'location': 0.18636707680463116}, {'time': 5945.0999999996275, 'location': 0.2243670791239672}]",,,neutral,0.0-2.0,,,0.224367079,,8303,"['<p style=""font-weight:bold;"">My office is fairly boring.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",23871,2,html-vas-response,16,
78,masc lex 2,,,"[{'time': 6743.299999998882, 'location': 0.6783671068339299}]",,,neutral,0.0-3.0,,,0.678367107,,8255,"['<p style=""font-weight:bold;"">I\'m surprised how tasty that burger was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",32128,3,html-vas-response,14,
78,masc lex 2,,,"[{'time': 4365.60000000149, 'location': 0.5243670974345153}]",,,neutral,0.0-4.0,,,0.524367097,,5200,"['<p style=""font-weight:bold;"">Some people think that show was very entertaining.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",37328,4,html-vas-response,15,
78,masc lex 2,,,"[{'time': 2143.0999999996275, 'location': 0.4123670905985773}]",,,masc,0.0-5.0,,,0.412367091,,3263,"['<p style=""font-weight:bold;"">That\'s a goofy thing to say.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",40593,5,html-vas-response,20,
78,masc lex 2,,,"[{'time': 3085, 'location': 0.6423671046366641}]",,,masc,0.0-6.0,,,0.642367105,,3833,"['<p style=""font-weight:bold;"">The party last night was really sick.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",44426,6,html-vas-response,19,
78,masc lex 2,,,"[{'time': 3633, 'location': 0.80436711452436}]",,,non_masc,0.0-7.0,,,0.804367115,,4475,"['<p style=""font-weight:bold;"">When is lunch? I\'m literally starving.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",48903,7,html-vas-response,3,
78,masc lex 2,correct,1,,,1,,0.0-8.0,,,,button,5055,What meal is the speaker asking about?<br><br>,53959,8,html-multi-response,,
78,masc lex 2,,,"[{'time': 4418.9000000003725, 'location': 0.008367065940372677}]",,,non_masc,0.0-9.0,,,0.008367066,,6017,"['<p style=""font-weight:bold;"">I bought a periwinkle shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",59976,9,html-vas-response,8,
78,masc lex 2,incorrect,,,,1,,0.0-10.0,,,,,,What color shirt did the speaker purchase?<br><br>,69979,10,html-multi-response,,
78,masc lex 2,,,[],,,non_masc,0.0-11.0,,,,,,"['<p style=""font-weight:bold;"">Can I take a peek at your answer? </p><br><br>How masculine is the speaker of this sentence?<br><br>']",79984,11,html-vas-response,1,
78,masc lex 2,incorrect,,,,1,,0.0-12.0,,,,,,What did the speaker ask to see?<br><br>,89999,12,html-multi-response,,
78,masc lex 2,,,"[{'time': 3300.2000000011176, 'location': 0.6003671020731873}, {'time': 3976.099999999627, 'location': 0.6943671078104924}, {'time': 6538, 'location': 0.4763670945048275}]",,,neutral,0.0-13.0,,,0.476367095,,7345,"['<p style=""font-weight:bold;"">My workout yesterday had me feeling exhausted.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",97345,13,html-vas-response,11,
78,masc lex 2,,,"[{'time': 2906.0999999996275, 'location': 0.754367111472602}, {'time': 3526.199999999255, 'location': 0.8583671178202587}]",,,masc,0.0-14.0,,,0.858367118,,4312,"['<p style=""font-weight:bold;"">My bad, I didn\'t see you there.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",101658,14,html-vas-response,21,
78,masc lex 2,,,"[{'time': 2501.0999999996275, 'location': 0.7003671081767033}]",,,neutral,0.0-15.0,,,0.700367108,,3299,"['<p style=""font-weight:bold;"">I can\'t stop laughing -- that was really funny.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",104958,15,html-vas-response,10,
78,masc lex 2,,,"[{'time': 5679.199999999255, 'location': 0.18636707680463116}]",,,non_masc,0.0-16.0,,,0.186367077,,6646,"['<p style=""font-weight:bold;"">Without a map, we are totally lost.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",111605,16,html-vas-response,5,
78,masc lex 2,incorrect,0,,,1,,0.0-17.0,,,,button,3891,True or False: The speaker believes they will be lost without a GPS.<br><br>,115496,17,html-multi-response,,
78,masc lex 2,,,"[{'time': 4905.199999999255, 'location': 0.5383670982890074}, {'time': 5909.199999999255, 'location': 0.45636709328412434}]",,,neutral,0.0-18.0,,,0.456367093,,6633,"['<p style=""font-weight:bold;"">I hear what you\'re saying, Sam.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",122130,18,html-vas-response,9,
78,masc lex 2,,,"[{'time': 2581.199999999255, 'location': 0.07436706996869323}]",,,neutral,0.0-19.0,,,0.07436707,,3501,"['<p style=""font-weight:bold;"">I bought a new shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",125632,19,html-vas-response,13,
78,masc lex 2,,,"[{'time': 2640.5999999996275, 'location': 0.980367125266548}]",,,masc,0.0-20.0,,,0.980367125,,3813,"['<p style=""font-weight:bold;"">I hear what you\'re saying, bro.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",129446,20,html-vas-response,23,
78,masc lex 2,,,"[{'time': 2791.0999999996275, 'location': 0.8423671168436961}, {'time': 3891, 'location': 0.8923671198954541}]",,,masc,0.0-21.0,,,0.89236712,,4789,"['<p style=""font-weight:bold;"">I feel sorry for the dumb thing.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",134236,21,html-vas-response,22,
78,masc lex 2,,,"[{'time': 7847, 'location': 0.6783671068339299}, {'time': 9031, 'location': 0.8583671178202587}]",,,masc,0.0-22.0,,,0.858367118,,,"['<p style=""font-weight:bold;"">I think that article was, um, well-researched.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",144246,22,html-vas-response,24,
78,masc lex 2,,,"[{'time': 2619.2999999988824, 'location': 0.6523671052470157}, {'time': 6501.0999999996275, 'location': 0.22636707924603755}, {'time': 9503.199999999257, 'location': 0.80436711452436}]",,,masc,0.0-23.0,,,0.804367115,,,"['<p style=""font-weight:bold;"">Your presentation sounded good.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",154249,23,html-vas-response,18,
78,masc lex 2,,,"[{'time': 6454, 'location': 0.7403900598382605}]",,,neutral,0.0-24.0,,,0.74039006,,7434,"['<p style=""font-weight:bold;"">My sister really wanted to let you know that she will be late. </p><br><br>How masculine is the speaker of this sentence?<br><br>']",161684,24,html-vas-response,12,
78,masc lex 2,,,"[{'time': 3759.400000000373, 'location': 0.0003670654520913972}]",,,non_masc,0.0-25.0,,,0.000367065,,5093,"['<p style=""font-weight:bold;"">Girl, you won\'t believe who I bumped into this week.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",166779,25,html-vas-response,2,
78,masc lex 2,incorrect,0,,,1,,0.0-26.0,,,,button,5208,True or False: The speaker expressed that they bumped into someone two weeks ago.<br><br>,171987,26,html-multi-response,,
78,masc lex 2,,,"[{'time': 4947.9000000003725, 'location': 0.7443671108622504}]",,,masc,0.0-27.0,,,0.744367111,,5984,"['<p style=""font-weight:bold;"">I\'m surprised how delicious that taco was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",177972,27,html-vas-response,17,
78,masc lex 2,,,"[{'time': 2571.60000000149, 'location': 0.4923670954813901}]",,,non_masc,0.0-28.0,,,0.492367095,,3639,"['<p style=""font-weight:bold;"">Chase was so tired on Monday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",181612,28,html-vas-response,6,
78,masc lex 2,correct,2,,,2,,0.0-29.0,,,,button,5574,Who was tired?<br><br>,187186,29,html-multi-response,,
78,masc lex 2,,,"[{'time': 5054.800000000745, 'location': 0.8403671167216258}, {'time': 6656.9000000003725, 'location': 0.11836707265424028}]",,,non_masc,0.0-30.0,,,0.118367073,,7403,"['<p style=""font-weight:bold;"">At the beach, I took the loveliest picture of the sunset.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",194590,30,html-vas-response,7,
78,masc lex 2,correct,0,,,0,,0.0-31.0,,,,button,2566,What did the speaker photograph?<br><br>,197156,31,html-multi-response,,
78,masc lex 2,,,"[{'time': 6835.0999999996275, 'location': 0.010367066062442996}]",,,non_masc,0.0-32.0,,,0.010367066,,8077,"['<p style=""font-weight:bold;"">I see you got new lilac mugs.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",205234,32,html-vas-response,4,
78,masc lex 2,correct,0,,,0,,0.0-33.0,,,,button,5755,What type of dish is the speaker commenting on?<br><br>,210990,33,html-multi-response,,
78,masc lex 2,,,,,,,0.0-34.0,,,0,,6904,"<p><font size='3'>You have completed the experimental trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",217894,34,html-button-response,,
78,masc lex 2,,,"[{'time': 4147.799999998882, 'location': 0.8703671185526806}]",NEGATIVE,,,0.0-35.0-0.0,,,0.870367119,,4982,Tasks around the house should not be assigned by sex.<br><br>,222878,35,html-vas-response,,
78,masc lex 2,,,"[{'time': 4602.299999998882, 'location': 0.4983670958476011}]",POSITIVE,,,0.0-35.0-0.1,,,0.498367096,,5344,Mothers should make most decisions about how children are brought up.<br><br>,228224,36,html-vas-response,,
78,masc lex 2,,,[],POSITIVE,,,0.0-35.0-0.2,,,,,,Girls should be protected and watched over more than boys.<br><br>,238228,37,html-vas-response,,
78,masc lex 2,,,"[{'time': 673.5, 'location': 0.5023900453118925}, {'time': 1649.4000000003723, 'location': 0.5423900477532988}, {'time': 4131.300000000745, 'location': 0.8203900647210732}]",NEGATIVE,,,0.0-35.0-0.3,,,0.820390065,,5009,People can be both aggressive and nurturing regardless of sex.<br><br>,243238,38,html-vas-response,,
78,masc lex 2,,,"[{'time': 7538.9000000003725, 'location': 0.26636708168744394}]",POSITIVE,,,0.0-35.0-0.4,,,0.266367082,,8285,"For many important jobs, it is better to choose men instead of women.<br><br>",251524,39,html-vas-response,,
78,masc lex 2,,,"[{'time': 4901.0999999996275, 'location': 0.8363671164774852}, {'time': 6143.0999999996275, 'location': 0.9183671214823682}]",NEGATIVE,,,0.0-35.0-0.5,,,0.918367121,,7006,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,258530,40,html-vas-response,,
78,masc lex 2,,,"[{'time': 4028.699999999255, 'location': 0.6383900536126742}]",POSITIVE,,,0.0-35.0-0.6,,,0.638390054,,4849,A father’s major responsibility is to provide financially for his children.<br><br>,263380,41,html-vas-response,,
78,masc lex 2,,,"[{'time': 2863.199999999255, 'location': 0.23636707985638916}]",POSITIVE,,,0.0-35.0-0.7,,,0.23636708,,3609,Men are more sexual than women.<br><br>,266990,42,html-vas-response,,
78,masc lex 2,,,"[{'time': 2867.2999999988824, 'location': 0.3963670896220147}, {'time': 3897.199999999255, 'location': 0.30236708388470973}]",POSITIVE,,,0.0-35.0-0.8,,,0.302367084,,4739,Mothers should work only if necessary.<br><br>,271730,43,html-vas-response,,
78,masc lex 2,,,"[{'time': 4729.0999999996275, 'location': 0.8343900655755655}]",NEGATIVE,,,0.0-35.0-0.9,,,0.834390066,,5555,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,277286,44,html-vas-response,,
78,masc lex 2,,,"[{'time': 3725.099999999627, 'location': 0.6283671037821719}]",POSITIVE,,,0.0-35.0-0.10,,,0.628367104,,4511,Some types of work are just not appropriate for women.<br><br>,281798,45,html-vas-response,,
78,masc lex 2,,,"[{'time': 6688.800000000745, 'location': 0.7603900610589637}, {'time': 8270.900000000373, 'location': 0.2423900294427508}]",POSITIVE,,,0.0-35.0-0.11,,,0.242390029,,9429,Only some types of work are appropriate for both men and women.<br><br>,291228,46,html-vas-response,,
78,masc lex 2,,,"[{'time': 2589.2000000011176, 'location': 0.766367112205024}]",NEGATIVE,,,0.0-35.0-0.12,,,0.766367112,,3479,People should be treated the same regardless of their sex.<br><br>,294708,47,html-vas-response,,
78,masc lex 2,,,,,,,0.0-36.0,,,0,,5313,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",300022,48,html-button-response,,
78,masc lex 2,,,,,,,0.0-37.0,,[0],{'Q0': 3},,3893,,303916,49,survey-likert,,
78,masc lex 2,[],,,,,,0.0-38.0,,,"{'age': '39', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Sometimes it auto advanced before I made a decision and sometimes I forgot some small details in the sentences.', 'language': 'English', 'education': 'Some college'}",,67932,,371885,50,survey,,
78,masc lex 2,,,,,,,0.0-39.0,,,0,,1944,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,373830,51,html-button-response,,
123,masc lex 2,,,,,,,0.0-0.0,,,0,,6484,"<p><font size=""3"">DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive written stimuli. You will be asked to read a series of sentences and provide judgments about the social characteristics of the speakers of these sentences. <br><br>RISKS AND BENEFITS: There are no known risks, costs, or discomforts in this study and this judgment is based on a large body of experiments with the same or similar procedures with people of similar ages, sex, origins, etc.  We cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive written stimuli.<br><br>PAYMENTS: You will be paid at the posted rate. <br><br>SUBJECT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. <br><br> CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please continue on to the next page.</font></p>",6496,0,html-button-response,,
